record_id,relative_path,folder_date,file_name,file_type,created_at,modified_at,fund_name_raw,fund_name_normalized,artifact_type_observed,work_observed,work_inferred,inference_basis,confidence,fund_match_status,fund_canonical_name,e2e_candidate,review_required,notes
FWO-0011,0722/#이베스트 스마트 컨텐츠 신기술조합_금융소득 지급명세 신고 접수증.pdf,0722,#이베스트 스마트 컨텐츠 신기술조합_금융소득 지급명세 신고 접수증.pdf,pdf (application/pdf),2026-07-22T07:21:59.320Z,2026-07-22T07:21:17.831Z,이베스트 스마트 컨텐츠 신기술조합,이베스트 스마트 컨텐츠 신기술조합,RECEIPT,금융소득 지급명세 신고 산출물,세무서 기타 업무 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,이베스트 스마트 컨텐츠 신기술조합,세무서 기타 업무,NO,
FWO-0012,0722/#이베스트 스마트 컨텐츠 신기술조합_고유번호증 폐업 접수증.pdf,0722,#이베스트 스마트 컨텐츠 신기술조합_고유번호증 폐업 접수증.pdf,pdf (application/pdf),2026-07-22T07:21:59.274Z,2026-07-22T07:20:56.175Z,이베스트 스마트 컨텐츠 신기술조합,이베스트 스마트 컨텐츠 신기술조합,RECEIPT,고유번호증 폐업·청산 산출물,폐업 신고 접수 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,이베스트 스마트 컨텐츠 신기술조합,고유번호증 폐업·청산,NO,
FWO-0013,0722/아타카마-벤처스투자조합13호_고유번호증.pdf,0722,아타카마-벤처스투자조합13호_고유번호증.pdf,pdf (application/pdf),2026-07-22T03:59:04.464Z,2026-07-22T03:57:14.033Z,아타카마-벤처스투자조합13호,아타카마-벤처스투자조합13호,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0014,0722/#아타카마-벤처스투자조합13호_보안카드 신청서류.pdf,0722,#아타카마-벤처스투자조합13호_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-22T03:59:04.522Z,2026-07-22T03:57:07.076Z,아타카마-벤처스투자조합13호,아타카마-벤처스투자조합13호,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0015,0721/케이와이제이 개인투자조합 1호_통장 사본.pdf,0721,케이와이제이 개인투자조합 1호_통장 사본.pdf,pdf (application/pdf),2026-07-21T05:43:00.566Z,2026-07-21T05:42:59.810Z,케이와이제이 개인투자조합 1호,케이와이제이 개인투자조합 1호,BANKBOOK_COPY,통장 사본,계좌개설 완료 산출물 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 완료 산출물,YES,FUND 마스터 일치 없음
FWO-0016,0716/#아타카마-벤처스투자조합13호_고유번호증 접수증.pdf,0716,#아타카마-벤처스투자조합13호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-16T08:43:19.002Z,2026-07-16T08:43:38.506Z,아타카마-벤처스투자조합13호,아타카마-벤처스투자조합13호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0017,0716/##합본_아타카마-벤처스투자조합13호_고유번호증 신청서류.pdf,0716,##합본_아타카마-벤처스투자조합13호_고유번호증 신청서류.pdf,pdf (application/pdf),2026-07-16T07:05:19.854Z,2026-07-16T07:13:48.591Z,아타카마-벤처스투자조합13호,아타카마-벤처스투자조합13호,SUBMISSION_PACKAGE,고유번호증 신청서류,신규 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0018,0715/케이와이제이 개인투자조합 1호_보안카드.pdf,0715,케이와이제이 개인투자조합 1호_보안카드.pdf,pdf (application/pdf),2026-07-15T08:33:46.832Z,2026-07-15T08:34:11.251Z,케이와이제이 개인투자조합 1호,케이와이제이 개인투자조합 1호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0019,0715/케이와이제이 개인투자조합 1호_보안카드.jpg,0715,케이와이제이 개인투자조합 1호_보안카드.jpg,jpg (image/jpeg),2026-07-15T08:33:09.813Z,2026-07-15T08:33:08.897Z,케이와이제이 개인투자조합 1호,케이와이제이 개인투자조합 1호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0020,0715/###은행 업무 프로세스 개선 인터뷰 정리.txt,0715,###은행 업무 프로세스 개선 인터뷰 정리.txt,txt (text/plain),2026-07-15T06:33:27.928Z,2026-07-15T08:06:49.217Z,,,INTERVIEW_REFERENCE,인터뷰·참고자료,업무 Process 참고자료,파일명·상대경로 메타데이터,CONFIRMED,NOT_CHECKED,,,YES,
FWO-0021,0715/스타이노베이션 제2호 벤처투자조합_고유번호증(정정2).pdf,0715,스타이노베이션 제2호 벤처투자조합_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-15T08:04:26.923Z,2026-07-15T08:04:26.105Z,스타이노베이션 제2호 벤처투자조합,스타이노베이션 제2호 벤처투자조합,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타이노베이션 제2호 벤처투자조합,고유번호증 정정,NO,
FWO-0022,0715/에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증(정정3).pdf,0715,에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증(정정3).pdf,pdf (application/pdf),2026-07-15T08:04:16.513Z,2026-07-15T08:04:15.737Z,에스케이에스-스타벤처스 제1호 벤처투자조합,에스케이에스-스타벤처스 제1호 벤처투자조합,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,에스케이에스-스타벤처스 제1호 벤처투자조합,고유번호증 정정,NO,
FWO-0023,0715/스타벤처스 개인투자조합 4호_고유번호증(정정2).pdf,0715,스타벤처스 개인투자조합 4호_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-15T08:03:50.632Z,2026-07-15T08:03:49.855Z,스타벤처스 개인투자조합 4호,스타벤처스 개인투자조합 4호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 4호,고유번호증 정정,NO,
FWO-0024,0715/스타벤처스 개인투자조합 3호_고유번호증(정정2).pdf,0715,스타벤처스 개인투자조합 3호_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-15T08:03:45.906Z,2026-07-15T08:03:45.134Z,스타벤처스 개인투자조합 3호,스타벤처스 개인투자조합 3호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 3호,고유번호증 정정,NO,
FWO-0025,0715/스타벤처스 개인투자조합 2호_고유번호증(정정2).pdf,0715,스타벤처스 개인투자조합 2호_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-15T08:03:39.227Z,2026-07-15T08:03:38.459Z,스타벤처스 개인투자조합 2호,스타벤처스 개인투자조합 2호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 2호,고유번호증 정정,NO,
FWO-0026,0715/스타벤처스 개인투자조합 1호_고유번호증(정정2).pdf,0715,스타벤처스 개인투자조합 1호_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-15T08:03:32.648Z,2026-07-15T08:03:31.863Z,스타벤처스 개인투자조합 1호,스타벤처스 개인투자조합 1호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 1호,고유번호증 정정,NO,
FWO-0027,0715/##합본(추가 서류)_케이와이제이 개인투자조합 1호_계좌개설 신청서류.pdf,0715,##합본(추가 서류)_케이와이제이 개인투자조합 1호_계좌개설 신청서류.pdf,pdf (application/pdf),2026-07-15T01:59:20.741Z,2026-07-15T01:59:20.121Z,케이와이제이 개인투자조합 1호,케이와이제이 개인투자조합 1호,SUPPLEMENT,계좌개설 보완 산출물,계좌개설 보완 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 보완,YES,FUND 마스터 일치 없음
FWO-0028,0713/KakaoTalk_20260714_150545026_01.jpg,0713,KakaoTalk_20260714_150545026_01.jpg,jpg (image/jpeg),2026-07-14T06:05:51.477Z,2026-07-14T06:05:50.603Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0029,0713/KakaoTalk_20260714_150545026.jpg,0713,KakaoTalk_20260714_150545026.jpg,jpg (image/jpeg),2026-07-14T06:05:51.506Z,2026-07-14T06:05:50.440Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0030,0713/스타이노베이션 제2호 벤처투자조합_고유번호증(정정).pdf,0713,스타이노베이션 제2호 벤처투자조합_고유번호증(정정).pdf,pdf (application/pdf),2026-07-13T06:49:57.613Z,2026-07-13T06:39:16.977Z,스타이노베이션 제2호 벤처투자조합,스타이노베이션 제2호 벤처투자조합,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타이노베이션 제2호 벤처투자조합,고유번호증 정정,NO,
FWO-0031,0713/에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증(정정2).pdf,0713,에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증(정정2).pdf,pdf (application/pdf),2026-07-13T06:49:57.668Z,2026-07-13T06:38:56.314Z,에스케이에스-스타벤처스 제1호 벤처투자조합,에스케이에스-스타벤처스 제1호 벤처투자조합,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,에스케이에스-스타벤처스 제1호 벤처투자조합,고유번호증 정정,NO,
FWO-0032,0713/스타벤처스 개인투자조합 4호_고유번호증(정정).pdf,0713,스타벤처스 개인투자조합 4호_고유번호증(정정).pdf,pdf (application/pdf),2026-07-13T06:49:57.586Z,2026-07-13T06:38:35.277Z,스타벤처스 개인투자조합 4호,스타벤처스 개인투자조합 4호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 4호,고유번호증 정정,NO,
FWO-0033,0713/스타벤처스 개인투자조합 3호_고유번호증(정정).pdf,0713,스타벤처스 개인투자조합 3호_고유번호증(정정).pdf,pdf (application/pdf),2026-07-13T06:49:57.453Z,2026-07-13T06:38:23.414Z,스타벤처스 개인투자조합 3호,스타벤처스 개인투자조합 3호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 3호,고유번호증 정정,NO,
FWO-0034,0713/스타벤처스 개인투자조합 2호_고유번호증(정정).pdf,0713,스타벤처스 개인투자조합 2호_고유번호증(정정).pdf,pdf (application/pdf),2026-07-13T06:49:57.528Z,2026-07-13T06:38:04.204Z,스타벤처스 개인투자조합 2호,스타벤처스 개인투자조합 2호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 2호,고유번호증 정정,NO,
FWO-0035,0713/스타벤처스 개인투자조합 1호_고유번호증(정정).pdf,0713,스타벤처스 개인투자조합 1호_고유번호증(정정).pdf,pdf (application/pdf),2026-07-13T06:49:57.496Z,2026-07-13T06:37:55.185Z,스타벤처스 개인투자조합 1호,스타벤처스 개인투자조합 1호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 1호,고유번호증 정정,NO,
FWO-0036,0713/테크브릿지 제1호 개인투자조합_고유번호증.pdf,0713,테크브릿지 제1호 개인투자조합_고유번호증.pdf,pdf (application/pdf),2026-07-13T06:49:57.558Z,2026-07-13T06:37:37.874Z,테크브릿지 제1호 개인투자조합,테크브릿지 제1호 개인투자조합,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0037,0713/스타벤처스 개인투자조합 5호_고유번호증.pdf,0713,스타벤처스 개인투자조합 5호_고유번호증.pdf,pdf (application/pdf),2026-07-13T06:49:57.639Z,2026-07-13T06:37:08.782Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0038,0713/#케이와이제이 개인투자조합 1호_고유번호증 신청 접수증.pdf,0713,#케이와이제이 개인투자조합 1호_고유번호증 신청 접수증.pdf,pdf (application/pdf),2026-07-13T06:36:29.925Z,2026-07-13T06:36:29.330Z,케이와이제이 개인투자조합 1호,케이와이제이 개인투자조합 1호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0039,0713/더블유제이원 조합_통장 사본.pdf,0713,더블유제이원 조합_통장 사본.pdf,pdf (application/pdf),2026-07-13T06:34:20.962Z,2026-07-13T06:32:22.446Z,더블유제이원 조합,더블유제이원 조합,BANKBOOK_COPY,통장 사본,계좌개설 완료 산출물 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 완료 산출물,YES,FUND 마스터 일치 없음
FWO-0040,0713/#테크브릿지 제1호 개인투자조합_보안카드 신청서류.pdf,0713,#테크브릿지 제1호 개인투자조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-13T05:26:53.381Z,2026-07-13T05:26:52.980Z,테크브릿지 제1호 개인투자조합,테크브릿지 제1호 개인투자조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0041,0714/테크브릿지 제1호 개인투자조합__보안카드.pdf,0714,테크브릿지 제1호 개인투자조합__보안카드.pdf,pdf (application/pdf),2026-07-14T06:06:54.865Z,2026-07-14T06:08:49.702Z,테크브릿지 제1호 개인투자조합,테크브릿지 제1호 개인투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0042,0714/스타벤처스 개인투자조합 5호_보안카드.pdf,0714,스타벤처스 개인투자조합 5호_보안카드.pdf,pdf (application/pdf),2026-07-14T06:06:36.152Z,2026-07-14T06:07:55.388Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0043,0714/##합본_스타벤처스 개인투자조합 5호_계좌개설 제출서류(안전).pdf,0714,##합본_스타벤처스 개인투자조합 5호_계좌개설 제출서류(안전).pdf,pdf (application/pdf),2026-07-13T07:21:53.941Z,2026-07-13T07:23:46.012Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0044,0710/더블유제이원 조합_보안카드.pdf,0710,더블유제이원 조합_보안카드.pdf,pdf (application/pdf),2026-07-10T07:50:46.945Z,2026-07-10T07:54:08.436Z,더블유제이원 조합,더블유제이원 조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0045,0710/하이 글로벌 덴탈 신기술사업투자조합_보안카드.pdf,0710,하이 글로벌 덴탈 신기술사업투자조합_보안카드.pdf,pdf (application/pdf),2026-07-10T07:51:05.021Z,2026-07-10T07:53:45.711Z,하이 글로벌 덴탈 신기술사업투자조합,하이 글로벌 덴탈 신기술사업투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,SIMILAR_1,하이 글로벌 덴탈 신기술사업투자조합(SME),보안카드 발급·수령,YES,유사명 자동 연결 금지; 사람 확인 필요
FWO-0046,0710/피움AI넥스트마린라이프신기술사업금융투자조합_보안카드.pdf,0710,피움AI넥스트마린라이프신기술사업금융투자조합_보안카드.pdf,pdf (application/pdf),2026-07-10T07:51:22.334Z,2026-07-10T07:53:09.655Z,피움AI넥스트마린라이프신기술사업금융투자조합,피움AI넥스트마린라이프신기술사업금융투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0047,0710/피움AI넥스트마린라이프신기술사업금융투자조합_보안카드.jpg,0710,피움AI넥스트마린라이프신기술사업금융투자조합_보안카드.jpg,jpg (image/jpeg),2026-07-10T07:48:55.531Z,2026-07-10T07:48:54.638Z,피움AI넥스트마린라이프신기술사업금융투자조합,피움AI넥스트마린라이프신기술사업금융투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0048,0710/하이 글로벌 덴탈 신기술사업투자조합_보안카드.jpg,0710,하이 글로벌 덴탈 신기술사업투자조합_보안카드.jpg,jpg (image/jpeg),2026-07-10T07:48:55.552Z,2026-07-10T07:48:54.497Z,하이 글로벌 덴탈 신기술사업투자조합,하이 글로벌 덴탈 신기술사업투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,SIMILAR_1,하이 글로벌 덴탈 신기술사업투자조합(SME),보안카드 발급·수령,YES,유사명 자동 연결 금지; 사람 확인 필요
FWO-0049,0710/더블유제이원 조합_보안카드.jpg,0710,더블유제이원 조합_보안카드.jpg,jpg (image/jpeg),2026-07-10T07:48:55.507Z,2026-07-10T07:48:54.494Z,더블유제이원 조합,더블유제이원 조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0050,0710/##합본_테크브릿지 제1호 개인투자조합_고유번호증 신청서류.pdf,0710,##합본_테크브릿지 제1호 개인투자조합_고유번호증 신청서류.pdf,pdf (application/pdf),2026-07-10T07:22:36.749Z,2026-07-10T07:23:03.513Z,테크브릿지 제1호 개인투자조합,테크브릿지 제1호 개인투자조합,SUBMISSION_PACKAGE,고유번호증 신청서류,신규 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0051,0710/#테크브릿지 제1호 개인투자조합_고유번호증 접수증.pdf,0710,#테크브릿지 제1호 개인투자조합_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-10T07:22:50.441Z,2026-07-10T07:22:49.774Z,테크브릿지 제1호 개인투자조합,테크브릿지 제1호 개인투자조합,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0052,0710/#스타벤처스 개인투자조합 5호_보안카드 신청서류.pdf,0710,#스타벤처스 개인투자조합 5호_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-10T07:21:58.946Z,2026-07-10T07:21:58.410Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0053,0710/##합본_더블유제이원 조합_계좌개설 제출서류.pdf,0710,##합본_더블유제이원 조합_계좌개설 제출서류.pdf,pdf (application/pdf),2026-07-10T02:15:48.332Z,2026-07-10T02:31:09.125Z,더블유제이원 조합,더블유제이원 조합,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
